Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_305,,"[gene=PE_PGRS57] [locus_tag=BQ2027_MB3543] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4C9][protein=pe-pgrs family protein pe_pgrs57] [protein_id=SIU02170.1][location=3894914..3897892] [gbkey=CDS]",137,1,509,53,21.20743034,98.14814815,14.26522593,0.000115067,1,0.007480577,9,8,1,0.0390625,0.0390625
group_433,,hypothetical protein,136,1,510,53,21.05263158,98.14814815,14.13333333,0.000115279,1,0.007480577,8,7,1,0.0703125,0.0703125
group_4799,,hypothetical protein,136,1,510,53,21.05263158,98.14814815,14.13333333,0.000115279,1,0.007480577,5,4,1,0.375,0.375
group_3907,,hypothetical protein,511,53,135,1,79.10216718,1.851851852,0.071418588,0.000116758,1,0.007502255,8,1,8,0.0078125,0.0703125
group_52,,PPE family protein PPE34,135,1,511,53,20.89783282,98.14814815,14.00195695,0.000116758,1,0.007502255,8,8,1,0.0078125,0.0703125
group_3906,,hypothetical protein,512,53,134,1,79.25696594,1.851851852,0.072092368,0.000119488,1,0.007640263,8,1,8,0.0078125,0.0703125
group_3232,,hypothetical protein,231,6,415,48,35.75851393,88.88888889,4.453012048,0.000133842,1,0.008516523,9,4,5,1,1
group_734,,hypothetical protein,210,5,436,49,32.50773994,90.74074074,4.720183486,0.00017424,1,0.011033543,9,5,4,1,1
group_2332,,"[locus_tag=BQ2027_MB1614C] [db_xref=InterPro:IPR003870,UniProtKB/Swiss-Prot:P0A5F2] [protein=Partial REP13E12 repeat protein] [protein_id=SIU00218.1][location=complement(1778943..1779611)] [gbkey=CDS]",422,21,224,33,65.3250774,61.11111111,2.960459184,0.00018713,1,0.011792781,42,27,21,0.088429547,1
group_2107,,"[gene=ctaB] [locus_tag=BQ2027_MB1486] [db_xref=GOA:Q7U021,InterPro:IPR000537,InterPro:IPR006369,UniProtKB/Swiss-Prot:Q7U021][protein=PROBABLE CYTOCHROME C OXIDASE ASSEMBLY FACTOR CTAB] [protein_id=SIU00089.1][location=1636022..1636948] [gbkey=CDS]",388,46,258,8,60.0619195,14.81481481,0.261543647,0.000201734,1,0.012652308,29,8,23,0.0023157,0.024119545
group_736,,"[gene=helZ] [locus_tag=BQ2027_MB2127] [db_xref=GOA:A0A1R3Y2C1,InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR014001,InterPro:IPR022138,InterPro:IPR027417,InterPro:IPR038718,UniProtKB/TrEMBL:A0A1R3Y2C1][protein=PROBABLE HELICASE HELZ] [protein_id=SIU00734.1] [location=2346492..2349533][gbkey=CDS]",191,4,455,50,29.56656347,92.59259259,5.247252747,0.000208495,1,0.012962695,7,3,4,1,1
group_3911,,hypothetical protein,547,34,99,20,84.6749226,37.03703704,3.250148544,0.000208661,1,0.012962695,46,19,28,0.183924821,0.301995613
group_735,,"[gene=helZ] [locus_tag=BQ2027_MB2127] [db_xref=GOA:A0A1R3Y2C1,InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR014001,InterPro:IPR022138,InterPro:IPR027417,InterPro:IPR038718,UniProtKB/TrEMBL:A0A1R3Y2C1][protein=PROBABLE HELICASE HELZ] [protein_id=SIU00734.1] [location=2346492..2349533][gbkey=CDS]",456,50,190,4,70.58823529,7.407407407,0.192,0.000210377,1,0.013007669,6,4,2,0.6875,0.6875
group_2105,,"[gene=ctaB] [locus_tag=BQ2027_MB1486] [db_xref=GOA:Q7U021,InterPro:IPR000537,InterPro:IPR006369,UniProtKB/Swiss-Prot:Q7U021][protein=PROBABLE CYTOCHROME C OXIDASE ASSEMBLY FACTOR CTAB] [protein_id=SIU00089.1][location=1636022..1636948] [gbkey=CDS]",254,8,392,46,39.31888545,85.18518519,3.725765306,0.000212146,1,0.013055446,29,23,8,0.0023157,0.024119545
group_831,,hypothetical protein,188,4,458,50,29.10216718,92.59259259,5.131004367,0.000219293,1,0.013432207,10,6,4,0.75390625,0.75390625
group_141,,"[gene=PE_PGRS28] [locus_tag=BQ2027_MB1487C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XYE4][protein=pe-pgrs family protein pe_pgrs28] [protein_id=SIU00090.1][location=complement(1636997..1639384)][gbkey=CDS]",172,3,474,51,26.625387,94.44444444,6.168776371,0.000230925,1,0.014078888,10,8,3,0.109375,0.34375
group_825,,hypothetical protein,170,3,476,51,26.31578947,94.44444444,6.071428571,0.000233737,1,0.014184388,5,2,3,1,1
group_3705,,hypothetical protein,206,5,440,49,31.88854489,90.74074074,4.588181818,0.000291245,1,0.017592826,11,6,5,1,1
group_243,,"[gene=PE_PGRS23] [locus_tag=BQ2027_MB1275C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XXS6][protein=pe-pgrs family protein pe_pgrs23] [protein_id=SIT99876.1][location=complement(1386261..1387949)][gbkey=CDS]",439,49,207,5,67.95665635,9.259259259,0.216405403,0.000294179,1,0.01768852,9,5,4,1,1
group_1188,,hypothetical protein,202,5,444,49,31.26934985,90.74074074,4.458558559,0.000301805,1,0.018064194,11,8,5,0.2265625,1
group_1533,,"[gene=atsAa] [locus_tag=BQ2027_MB0731] [db_xref=GOA:A0A1R3XW61,InterPro:IPR000917,InterPro:IPR017849,InterPro:IPR017850,InterPro:IPR024607,UniProtKB/TrEMBL:A0A1R3XW61][protein=POSSIBLE ARYLSULFATASE ATSAa[FIRST PART] (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE)][protein_id=SIT99330.1] [location=808157..808603] [gbkey=CDS]",361,16,285,38,55.88235294,70.37037037,3.008333333,0.000304569,1,0.018146763,11,11,4,0.000976563,0.548828125
PPE2_2,,hypothetical protein,126,1,520,53,19.50464396,98.14814815,12.84230769,0.000324617,1,0.019253769,5,4,1,0.375,0.375
group_2278,,hypothetical protein,357,16,289,38,55.26315789,70.37037037,2.933823529,0.000327992,1,0.019332537,10,10,4,0.001953125,0.75390625
group_465,,"[gene=PPE55a] [locus_tag=BQ2027_MB3380C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y3Y7][protein=PPE FAMILY PROTEIN [FIRST PART]] [protein_id=SIU02009.1] [location=complement(3704840..3711130)][gbkey=CDS]",519,53,127,1,80.34055728,1.851851852,0.077105928,0.000328895,1,0.019332537,8,1,7,0.0703125,0.0703125
group_550,,"[gene=PE_PGRS59] [locus_tag=BQ2027_MB3626C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4K4][protein=pe-pgrs family protein pe_pgrs59] [protein_id=SIU02253.1][location=complement(3984225..3985703)][gbkey=CDS]",459,50,187,4,71.05263158,7.407407407,0.196363636,0.000349955,1,0.020478634,7,4,3,1,1
group_35,,hypothetical protein,56,14,590,40,8.66873065,74.07407407,0.271186441,0.000363156,1,0.021156688,36,27,14,0.003933173,0.242984954
group_989,,hypothetical protein,72,16,574,38,11.14551084,70.37037037,0.297909408,0.000403498,1,0.023402875,40,28,14,0.016589003,0.080690468
group_764,,"[gene=pknH2] [locus_tag=BQ2027_MB1297CB] [db_xref=GOA:A0A1R3XXU5,InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,UniProtKB/TrEMBL:A0A1R3XXU5][protein_id=SIT99900.1] [location=complement(1416665..1418431)][gbkey=CDS]",36,11,610,43,5.572755418,79.62962963,0.230700447,0.000422616,1,0.024403738,28,19,11,0.087158553,0.344928451
group_2298,,hypothetical protein,573,38,73,16,88.6996904,29.62962963,3.304974766,0.000463985,1,0.02667508,38,15,27,0.013852965,0.25587508
group_999,,hypothetical protein,199,5,447,49,30.80495356,90.74074074,4.362863535,0.00048064,1,0.027511934,12,8,5,0.387695313,0.774414063
group_3717,,hypothetical protein,118,1,528,53,18.26625387,98.14814815,11.84469697,0.000541912,1,0.030884299,8,7,1,0.0703125,0.0703125
group_135,,hypothetical protein,244,8,402,46,37.77089783,85.18518519,3.490049751,0.000571667,1,0.032438982,9,2,8,0.0390625,0.1796875
group_987,,hypothetical protein,59,14,587,40,9.133126935,74.07407407,0.287174495,0.000581188,1,0.032837109,28,21,13,0.012540951,0.850554019
group_865,,hypothetical protein,160,3,486,51,24.76780186,94.44444444,5.596707819,0.000627644,1,0.035282689,8,5,3,0.7265625,0.7265625
group_1289,,"[locus_tag=BQ2027_MB2875C] [db_xref=GOA:A0A1R3Y4C6,InterPro:IPR002035,InterPro:IPR003593,InterPro:IPR011704,InterPro:IPR027417,InterPro:IPR036465,UniProtKB/TrEMBL:A0A1R3Y4C6][protein=POSSIBLE MAGNESIUM CHELATASE][protein_id=SIU01495.1] [location=complement(3119093..3120982)][gbkey=CDS]",485,51,161,3,75.07739938,5.555555556,0.177201315,0.000631122,1,0.035282689,8,3,5,0.7265625,0.7265625
group_4018,,hypothetical protein,214,6,432,48,33.12693498,88.88888889,3.962962963,0.000632547,1,0.035282689,21,16,6,0.026603699,0.078353882
group_1237,,"[gene=esxK] [locus_tag=BQ2027_MB1229] [db_xref=GOA:P0DOB1,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P0DOB1][protein=esat-6 like protein esxk (esat-6 like protein 3)] [protein_id=SIT99830.1][location=1341934..1342230] [gbkey=CDS]",45,12,601,42,6.965944272,77.77777778,0.262063228,0.000641568,1,0.035634232,32,23,11,0.020061607,0.110184165
group_350,,"[gene=PE_PGRS18] [locus_tag=BQ2027_MB1006C] [db_xref=InterPro:IPR000084,InterPro:IPR001258,InterPro:IPR011045,InterPro:IPR011964,InterPro:IPR013017,InterPro:IPR015943,UniProtKB/TrEMBL:A0A1R3XXC5][protein=pe-pgrs family protein pe_pgrs18] [protein_id=SIT99605.1] [location=complement(1095557..1096930)][gbkey=CDS]",10,6,636,48,1.547987616,88.88888889,0.125786164,0.000702122,1,0.038832989,15,10,6,0.301757813,0.60723877
group_2126,,hypothetical protein,385,19,261,35,59.59752322,64.81481481,2.71728171,0.000822046,1,0.045274707,11,10,3,0.01171875,0.2265625
group_3941,,hypothetical protein,114,1,532,53,17.64705882,98.14814815,11.35714286,0.000875859,1,0.048036626,7,6,1,0.125,0.125
group_779,,hypothetical protein,87,0,559,54,13.46749226,100,inf,0.000917856,1,0.050130241,10,10,0,0.001953125,0.001953125
group_4814,,hypothetical protein,86,0,560,54,13.3126935,100,inf,0.000925413,1,0.050333243,5,5,0,0.0625,0.0625
group_3756,,tRNA-Ala(ggc),170,4,476,50,26.31578947,92.59259259,4.464285714,0.000963479,1,0.052187126,9,5,4,1,1
group_3962,,[locus_tag=BQ2027_MB2304] [db_xref=UniProtKB/Swiss-Prot:P64974] [protein=HYPOTHETICAL PROTEIN] [protein_id=SIU00916.1] [location=2537948..2538142][gbkey=CDS],327,40,319,14,50.61919505,25.92592593,0.358777429,0.000976995,1,0.052485449,38,13,28,0.005097643,0.072951389
group_3709,,hypothetical protein,319,14,327,40,49.38080495,74.07407407,2.787243338,0.000976995,1,0.052485449,38,28,13,0.005097643,0.072951389
group_337,,"[gene=PPE71] [locus_tag=BQ2027_MB2376C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y0W9][protein=PPE FAMILY PROTEIN] [protein_id=SIU00988.1] [location=complement(2608062..2609435)][gbkey=CDS]",154,3,492,51,23.83900929,94.44444444,5.321138211,0.001015587,1,0.054289789,7,5,2,0.453125,0.453125
group_388,,"[gene=PE_PGRS46] [locus_tag=BQ2027_MB2667C] [db_xref=InterPro:IPR000084,UniProtKB/Swiss-Prot:P0A691][protein=pe-pgrs family protein pe_pgrs46] [protein_id=SIU01285.1][location=complement(2931978..2934314)][gbkey=CDS]",493,51,153,3,76.31578947,5.555555556,0.189542484,0.001018865,1,0.054289789,6,3,3,1,1
group_1593,,"[gene=alkAb] [locus_tag=BQ2027_MB1350C] [db_xref=GOA:A0A1R3Y043,InterPro:IPR003265,InterPro:IPR009057,InterPro:IPR010316,InterPro:IPR011257,InterPro:IPR018060,InterPro:IPR018062,InterPro:IPR023170,InterPro:IPR037046,UniProtKB/TrEMBL:A0A1R3Y043][protein=PUTATIVE ADA REGULATORY PROTEIN ALKAb [SECOND PART] (Regulatory protein of adaptative response) : Methylated-DNA--protein-cysteine methyltransferase(O-6-methylguanine-DNA alkyltransferase)] [protein_id=SIT99953.1][location=complement(1480072..1481322)][gbkey=CDS]",583,40,63,14,90.24767802,25.92592593,3.238888889,0.001039833,1,0.055182695,31,11,23,0.010673841,0.149612784
group_5671,,hypothetical protein,341,16,305,38,52.78637771,70.37037037,2.655327869,0.001072368,1,0.056679833,16,10,8,0.454498291,1
group_57,,[gene=PE_PGRS43b] [locus_tag=BQ2027_MB2517C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y1D6] [protein=PE-PGRS FAMILY PROTEIN [SECOND PART]] [protein_id=SIU01133.1][location=complement(2772466..2775918)] [gbkey=CDS],395,45,251,9,61.14551084,16.66666667,0.314741036,0.001080864,1,0.056899476,22,8,16,0.05247879,0.286278725
group_3908,,hypothetical protein,162,25,484,29,25.07739938,53.7037037,0.388264463,0.001245958,1,0.065328063,31,18,18,0.47312966,0.47312966
group_709,,hypothetical protein,219,7,427,47,33.90092879,87.03703704,3.443626631,0.001256313,1,0.065608585,10,3,7,0.34375,0.34375
group_3997,,"[locus_tag=BQ2027_MB1793C] [db_xref=InterPro:IPR002765,InterPro:IPR035439,UniProtKB/TrEMBL:A0A1R3XZL4][protein=unknown protein] [protein_id=SIU00396.1][location=complement(1990302..1991090)] [gbkey=CDS]",65,14,581,40,10.0619195,74.07407407,0.319645931,0.001366384,1,0.071073665,14,7,10,0.17956543,1
group_4007,,hypothetical protein,110,1,536,53,17.02786378,98.14814815,10.87686567,0.001438868,1,0.074548164,8,7,1,0.0703125,0.0703125
group_725,,"[gene=PPE47] [locus_tag=BQ2027_MB3047C] [db_xref=GOA:A0A1R3Y2W1,InterPro:IPR000030,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y2W1][protein=ppe family protein ppe47] [protein_id=SIU01671.1] [location=complement(3340347..3341654)][gbkey=CDS]",106,1,540,53,16.40866873,98.14814815,10.4037037,0.001458022,1,0.075243103,7,6,1,0.125,0.125
group_1044,,hypothetical protein,111,1,535,53,17.18266254,98.14814815,10.99626168,0.001468288,1,0.075475776,7,6,1,0.125,0.125
group_222,,hypothetical protein,167,4,479,50,25.85139319,92.59259259,4.358037578,0.001478677,1,0.075712905,8,4,4,1,1
group_3937,,hypothetical protein,477,50,169,4,73.83900929,7.407407407,0.225798817,0.001489235,1,0.075956756,12,4,8,0.387695313,0.387695313
group_1145,,hypothetical protein,165,4,481,50,25.54179567,92.59259259,4.287941788,0.001508524,1,0.076424659,11,8,4,0.2265625,0.548828125
group_459,,"[gene=PPE55a] [locus_tag=BQ2027_MB3380C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y3Y7][protein=PPE FAMILY PROTEIN [FIRST PART]] [protein_id=SIU02009.1] [location=complement(3704840..3711130)][gbkey=CDS]",81,0,565,54,12.53869969,100,inf,0.001510069,1,0.076424659,5,5,0,0.0625,0.0625
group_1232,,"[gene=esxK] [locus_tag=BQ2027_MB1229] [db_xref=GOA:P0DOB1,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P0DOB1][protein=esat-6 like protein esxk (esat-6 like protein 3)] [protein_id=SIT99830.1][location=1341934..1342230] [gbkey=CDS]",83,0,563,54,12.84829721,100,inf,0.001517747,1,0.0765178,5,5,0,0.0625,0.0625
group_3964,,hypothetical protein,482,50,164,4,74.6130031,7.407407407,0.235121951,0.001538544,1,0.076974178,19,4,16,0.004425049,0.019210815
group_3918,,hypothetical protein,482,50,164,4,74.6130031,7.407407407,0.235121951,0.001538544,1,0.076974178,7,2,5,0.453125,0.453125
group_14201,,"[gene=esxK] [locus_tag=BQ2027_MB1229] [db_xref=GOA:P0DOB1,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P0DOB1][protein=esat-6 like protein esxk (esat-6 like protein 3)] [protein_id=SIT99830.1][location=1341934..1342230] [gbkey=CDS]",85,0,561,54,13.15789474,100,inf,0.001598843,1,0.078788095,9,9,0,0.00390625,0.00390625
group_1173,,"[gene=esxL] [locus_tag=BQ2027_MB1230] [db_xref=GOA:P59804,InterPro:IPR009416,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P59804][protein=putative esat-6 like protein esxl (esat-6 like protein 4)] [protein_id=SIT99831.1] [location=1342281..1342565] [gbkey=CDS]",85,0,561,54,13.15789474,100,inf,0.001598843,1,0.078788095,9,9,0,0.00390625,0.00390625
group_14319,,"[gene=spoU] [locus_tag=BQ2027_MB3401] [db_xref=GOA:A0A1R3Y407,InterPro:IPR001537,InterPro:IPR016914,InterPro:IPR029026,InterPro:IPR029028,UniProtKB/TrEMBL:A0A1R3Y407][protein=PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE)] [protein_id=SIU02030.1][location=3735676..3736140] [gbkey=CDS]",561,54,85,0,86.84210526,0,0,0.001598843,1,0.078788095,7,0,7,0.015625,0.015625
group_14322,,"[gene=spoU] [locus_tag=BQ2027_MB3401] [db_xref=GOA:A0A1R3Y407,InterPro:IPR001537,InterPro:IPR016914,InterPro:IPR029026,InterPro:IPR029028,UniProtKB/TrEMBL:A0A1R3Y407][protein=PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE)] [protein_id=SIU02030.1][location=3735676..3736140] [gbkey=CDS]",85,0,561,54,13.15789474,100,inf,0.001598843,1,0.078788095,7,7,0,0.015625,0.015625
group_1286,,hypothetical protein,129,2,517,52,19.96904025,96.2962963,6.487427466,0.001633591,1,0.080198914,5,3,2,1,1
group_1549,,"[gene=narK1] [locus_tag=BQ2027_MB2356C] [db_xref=GOA:A0A1R3Y0T4,InterPro:IPR011701,InterPro:IPR020846,InterPro:IPR036259,UniProtKB/TrEMBL:A0A1R3Y0T4][protein=PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1)] [protein_id=SIU00968.1] [location=complement(2583920..2585467)][gbkey=CDS]",127,2,519,52,19.65944272,96.2962963,6.362235067,0.001644762,1,0.080236267,6,4,2,0.6875,0.6875
group_769,,hypothetical protein,150,3,496,51,23.21981424,94.44444444,5.141129032,0.001646594,1,0.080236267,6,3,3,1,1
group_1548,,"[gene=narK1] [locus_tag=BQ2027_MB2356C] [db_xref=GOA:A0A1R3Y0T4,InterPro:IPR011701,InterPro:IPR020846,InterPro:IPR036259,UniProtKB/TrEMBL:A0A1R3Y0T4][protein=PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1)] [protein_id=SIU00968.1] [location=complement(2583920..2585467)][gbkey=CDS]",520,52,126,2,80.49535604,3.703703704,0.158730159,0.001670118,1,0.081081116,6,2,4,0.6875,0.6875
group_3240,,hypothetical protein,145,3,501,51,22.44582043,94.44444444,4.920159681,0.001678955,1,0.081209394,9,6,3,0.5078125,0.5078125
group_4013,,hypothetical protein,463,27,183,27,71.67182663,50,2.530054645,0.001698703,1,0.081862518,41,22,21,0.755228658,1
group_393,,hypothetical protein,181,5,465,49,28.01857585,90.74074074,3.814623656,0.001993891,1,0.095735977,9,4,5,1,1
group_1082,,"[gene=PPE70] [locus_tag=BQ2027_MB3184C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y3A8][protein=PPE FAMILY PROTEIN] [protein_id=SIU01811.1] [location=complement(3488929..3490827)][gbkey=CDS]",118,20,528,34,18.26625387,62.96296296,0.379924242,0.002032855,1,0.096896962,16,8,9,0.803619385,1
group_1080,,"[gene=PPE70] [locus_tag=BQ2027_MB3184C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y3A8][protein=PPE FAMILY PROTEIN] [protein_id=SIU01811.1] [location=complement(3488929..3490827)][gbkey=CDS]",528,34,118,20,81.73374613,37.03703704,2.632103689,0.002032855,1,0.096896962,16,9,8,0.803619385,1
group_494,,"[gene=PPE56b] [locus_tag=BQ2027_MB3384C] [db_xref=InterPro:IPR002989,UniProtKB/TrEMBL:A0A1R3Y3Y3][protein=PPE FAMILY PROTEIN [SECOND PART]] [protein_id=SIU02013.1][location=complement(3717545..3723679)][gbkey=CDS]",450,26,196,28,69.65944272,51.85185185,2.472527473,0.00208298,1,0.098926436,6,4,4,0.6875,0.6875
group_1465,,hypothetical protein,85,16,561,38,13.15789474,70.37037037,0.359848485,0.002226906,1,0.105001013,7,7,4,0.015625,1
group_1991,,"[gene=gabD2] [locus_tag=BQ2027_MB1760] [db_xref=GOA:Q7TZP3,InterPro:IPR015590,InterPro:IPR016161,InterPro:IPR016162,InterPro:IPR016163,InterPro:IPR029510,UniProtKB/Swiss-Prot:Q7TZP3][protein=possible succinate-semialdehyde dehydrogenase [nadp ] dependent (ssdh) gabd2][protein_id=SIU00363.1] [location=1947483..1949039] [gbkey=CDS]",85,16,561,38,13.15789474,70.37037037,0.359848485,0.002226906,1,0.105001013,7,7,4,0.015625,1
group_163,,"[gene=PE_PGRS20] [locus_tag=BQ2027_MB1097C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XX95][protein=pe-pgrs family protein pe_pgrs20] [protein_id=SIT99696.1][location=complement(1191245..1193536)][gbkey=CDS]",103,1,543,53,15.94427245,98.14814815,10.053407,0.002284094,1,0.10731149,9,8,1,0.0390625,0.0390625
group_552,,"[gene=PE_PGRS59] [locus_tag=BQ2027_MB3626C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4K4][protein=pe-pgrs family protein pe_pgrs59] [protein_id=SIU02253.1][location=complement(3984225..3985703)][gbkey=CDS]",160,4,486,50,24.76780186,92.59259259,4.115226337,0.002350455,1,0.110034883,6,2,4,0.6875,0.6875
group_809,,hypothetical protein,77,0,569,54,11.91950464,100,inf,0.002455646,1,0.114550209,8,8,0,0.0078125,0.0078125
group_680,,hypothetical protein,75,0,571,54,11.60990712,100,inf,0.002478709,1,0.11521603,9,9,0,0.00390625,0.00390625
group_3999,,"[gene=glnQ] [locus_tag=BQ2027_MB2593] [db_xref=GOA:P63402,InterPro:IPR000595,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR014710,InterPro:IPR017871,InterPro:IPR018488,InterPro:IPR018490,InterPro:IPR027417,UniProtKB/Swiss-Prot:P63402][protein=PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ] [protein_id=SIU01211.1][location=2855204..2856196] [gbkey=CDS]",369,19,277,35,57.12074303,64.81481481,2.453923618,0.002505137,1,0.11562441,8,8,2,0.0078125,0.2890625
group_3996,,"[locus_tag=BQ2027_MB1540] [db_xref=InterPro:IPR023296,UniProtKB/TrEMBL:A0A1R3Y0Q2] [protein=HYPOTHETICAL PROTEIN [FIRST PART]] [protein_id=SIU00143.1][location=1694079..1694429] [gbkey=CDS]",369,19,277,35,57.12074303,64.81481481,2.453923618,0.002505137,1,0.11562441,8,8,2,0.0078125,0.2890625
group_667,,hypothetical protein,453,48,193,6,70.12383901,11.11111111,0.293393782,0.002549892,1,0.117277149,17,6,11,0.332305908,0.332305908
group_3758,,tRNA-Ala(ggc),142,3,504,51,21.98142415,94.44444444,4.78968254,0.002566237,1,0.117448762,6,3,3,1,1
group_3251,,hypothetical protein,143,3,503,51,22.13622291,94.44444444,4.833001988,0.002571544,1,0.117448762,5,2,3,1,1
group_682,,"[gene=espe] [locus_tag=BQ2027_MB3894] [db_xref=GOA:A0A1R3Y5Q3,UniProtKB/TrEMBL:A0A1R3Y5Q3][protein=esx-1 secretion-associated protein espe] [protein_id=SIU02526.1][location=4280954..4282210] [gbkey=CDS]",140,3,506,51,21.67182663,94.44444444,4.703557312,0.002609211,1,0.117531077,6,3,3,1,1
group_681,,"[gene=espe] [locus_tag=BQ2027_MB3894] [db_xref=GOA:A0A1R3Y5Q3,UniProtKB/TrEMBL:A0A1R3Y5Q3][protein=esx-1 secretion-associated protein espe] [protein_id=SIU02526.1][location=4280954..4282210] [gbkey=CDS]",506,51,140,3,78.32817337,5.555555556,0.212605042,0.002609211,1,0.117531077,6,3,3,1,1
group_1295,,"[gene=tyrA] [locus_tag=BQ2027_MB3780] [db_xref=GOA:A0A1R3Y570,InterPro:IPR003099,InterPro:IPR008927,InterPro:IPR036291,UniProtKB/TrEMBL:A0A1R3Y570][protein=PREPHENATE DEHYDROGENASE TYRA (PDH) (HYDROXYPHENYLPYRUVATE SYNTHASE)] [protein_id=SIU02409.1] [location=4141127..4142032][gbkey=CDS]",506,51,140,3,78.32817337,5.555555556,0.212605042,0.002609211,1,0.117531077,5,3,2,1,1
group_306,,"[gene=PE_PGRS57] [locus_tag=BQ2027_MB3543] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4C9][protein=pe-pgrs family protein pe_pgrs57] [protein_id=SIU02170.1][location=3894914..3897892] [gbkey=CDS]",140,3,506,51,21.67182663,94.44444444,4.703557312,0.002609211,1,0.117531077,10,7,3,0.34375,0.34375
group_331,,[gene=PE_PGRS61] [locus_tag=BQ2027_MB3677] [db_xref=UniProtKB/TrEMBL:A0A1R3Y6C9] [protein=pe-pgrs family-related protein pe_pgrs61] [protein_id=SIU02305.1][location=4035589..4036302] [gbkey=CDS],121,2,525,52,18.73065015,96.2962963,5.992380952,0.002621095,1,0.117536767,12,10,2,0.038574219,0.038574219
group_3225,,tRNA-Pro(ggg),66,14,580,40,10.21671827,74.07407407,0.325123153,0.002637963,1,0.117536767,15,8,10,0.301757813,1
group_1419,,"[gene=PE_PGRS50a] [locus_tag=BQ2027_MB3377C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4L8][protein=PE-PGRS FAMILY PROTEIN [FIRST PART]][protein_id=SIU02006.1] [location=complement(3699102..3700721)][gbkey=CDS]",125,2,521,52,19.3498452,96.2962963,6.238003839,0.002646182,1,0.117536767,8,6,2,0.2890625,0.2890625
group_53,,"[gene=PPE34] [locus_tag=BQ2027_MB1951C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y1U1][protein=ppe family protein ppe34] [protein_id=SIU00554.1] [location=complement(2157623..2163355)][gbkey=CDS]",521,52,125,2,80.6501548,3.703703704,0.160307692,0.002646182,1,0.117536767,11,2,10,0.01171875,0.065429687
group_1471,sseB,Putative thiosulfate sulfurtransferase SseB,366,19,280,35,56.65634675,64.81481481,2.407894737,0.002663139,1,0.117536767,8,8,2,0.0078125,0.2890625
group_2124,,hypothetical protein,280,35,366,19,43.34365325,35.18518519,0.415300546,0.002663139,1,0.117536767,9,3,8,0.0390625,0.5078125
group_34,,hypothetical protein,68,14,578,40,10.52631579,74.07407407,0.336134454,0.002914986,1,0.128220239,38,29,14,0.001658053,0.143306654
group_1191,,hypothetical protein,438,47,208,7,67.80185759,12.96296296,0.313625205,0.003123575,1,0.136935841,14,7,10,0.17956543,1
