Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
SRX4901495.scaffold,196,136,100,89,55,28,4265961,4232911,4152902,4070725,3500836,2496132,170,182575,4257759,4349904,65.43,65.63,59847,59847,35907,34013,22,22,45,47,5,5,208942,12,0,1,0,1 + 0 part,778,97.794,1.001,5.68,14.2,2.33,182575,4255361,59847,58105,34013,30332,22,23,47,49
SRX4901496.scaffold,152,95,70,65,45,31,4296090,4270529,4216139,4180903,3843648,3309367,113,227636,4283677,4349904,65.51,65.63,98885,98885,50835,50329,15,15,30,31,6,6,335109,13,0,3,0,0 + 0 part,0,98.408,1.001,20.73,14.27,2.41,227636,4281486,83781,83781,50835,50329,15,15,30,31
SRX4901497.scaffold,192,127,96,82,54,30,4261375,4227556,4152399,4043632,3587806,2705636,159,162595,4250552,4349904,65.42,65.63,64228,64228,38333,37407,21,21,42,44,10,9,213493,8,0,0,0,0 + 0 part,0,97.653,1.001,7.69,14.01,2.12,162592,4248551,64228,63423,37371,36307,21,22,43,45
SRX4901498.scaffold,188,109,78,73,51,29,4290189,4257423,4194171,4154530,3785340,2981204,134,227636,4275215,4349904,65.49,65.63,82132,81349,44359,43083,16,17,34,35,7,7,308021,10,0,3,0,0 + 0 part,0,98.186,1.001,14.08,14.42,2.67,227636,4271882,80643,80643,42971,42561,17,17,35,36
SRX4901499.scaffold,194,137,102,88,54,28,4273438,4246372,4163331,4062704,3494793,2547414,162,227636,4263556,4349904,65.46,65.63,63644,63189,33794,30384,21,22,44,46,5,5,119045,11,0,1,0,0 + 0 part,0,97.878,1.001,10.65,13.81,2.47,227636,4258608,61185,60677,33684,30217,22,23,45,47
SRX4901500.scaffold,158,99,71,66,47,28,4301592,4276720,4223521,4184485,3878120,3171232,120,256691,4291063,4349904,65.52,65.63,105990,101055,49878,48314,14,15,29,30,3,3,294529,21,0,2,0,2 + 0 part,1030,98.548,1.001,16.2,13.69,2.38,256689,4287531,84567,84567,48275,48142,15,15,31,32
SRX4901501.scaffold,170,106,74,69,47,29,4298401,4270381,4200707,4162267,3803263,3149775,126,225445,4285616,4349904,65.51,65.63,106875,103916,47764,43190,14,15,31,32,8,8,469103,13,0,2,0,0 + 0 part,0,98.299,1.002,5.51,13.21,2.2,212211,4281267,80989,80989,42749,41282,16,16,33,35
SRX4901502.scaffold,170,106,75,68,50,30,4292816,4262875,4198198,4143261,3850011,3097654,130,227591,4280357,4349904,65.5,65.63,84674,83934,48301,47779,16,17,33,34,7,7,158498,14,0,2,0,0 + 0 part,0,98.306,1.001,16.31,14.01,2.29,227591,4277674,82405,82405,47765,43204,17,17,34,35
SRX4901503.scaffold,186,108,76,69,46,28,4288381,4259031,4192684,4144477,3757024,3067426,129,263946,4273878,4349904,65.48,65.63,89969,89969,47689,43891,15,15,31,33,7,7,227683,12,0,0,0,1 + 0 part,836,98.167,1.001,9.5,17.24,2.25,263946,4271357,83723,81361,45303,42657,15,16,32,34
SRX4901504.scaffold,150,100,72,67,46,30,4288497,4266581,4206383,4171043,3815194,3192434,117,227636,4279107,4349904,65.5,65.63,98885,98885,49860,49712,15,15,31,32,2,2,120731,13,0,0,0,0 + 1 part,523,98.296,1.001,11.52,13.99,2.43,227636,4276520,83723,83687,49712,48374,15,16,32,33
SRX4901505.scaffold,138,94,69,64,50,30,4295703,4276963,4227723,4190501,3953061,3198952,109,227636,4288516,4349904,65.53,65.63,82875,82875,49871,49843,15,15,31,32,3,3,315033,13,0,2,0,0 + 0 part,0,98.519,1.001,14.15,14.05,2.45,227636,4286282,82083,81297,49843,48308,15,16,32,33
SRX4901506.scaffold,183,116,78,71,51,31,4293283,4263238,4183583,4132820,3802165,3049389,143,212179,4281460,4349904,65.49,65.63,81991,80755,45633,43526,17,18,35,36,6,6,146375,16,0,3,0,0 + 0 part,0,98.279,1.002,14.25,14.43,2.43,212179,4278219,80429,80429,43426,43116,18,18,36,37
SRX4901507.scaffold,183,110,79,71,53,32,4303262,4268673,4212157,4156648,3864318,3065597,139,212068,4288851,4349904,65.49,65.63,80687,80687,48285,48039,18,18,36,37,4,4,123136,15,0,1,0,6 + 0 part,4309,98.399,1.001,13.8,13.39,2.45,212068,4281064,80687,75872,48285,48038,18,19,36,37
SRX4901508.scaffold,192,112,83,75,51,30,4282718,4247641,4185676,4124404,3732442,2948776,139,227636,4266892,4349904,65.47,65.63,78546,74212,42572,41272,17,18,36,37,6,5,178585,10,0,1,0,0 + 0 part,0,98.031,1.001,9.75,13.88,2.2,227636,4264168,74199,74199,40407,38528,18,18,37,39
SRX4901509.scaffold,191,110,82,73,53,30,4285910,4249328,4193935,4131475,3799855,2928423,140,227591,4270786,4349904,65.44,65.63,80465,80465,43173,42066,18,18,36,38,5,5,286205,10,0,1,0,5 + 0 part,2922,98.052,1.001,2.81,13.32,2.23,227591,4265437,80465,74773,41954,41223,18,19,38,39
SRX4901510.scaffold,192,127,89,76,50,26,4277091,4246755,4165913,4071030,3631174,2755583,158,204915,4268270,4349904,65.46,65.63,75252,75252,37670,37378,17,17,37,38,13,12,483995,12,0,1,0,0 + 0 part,0,98.015,1.001,12.32,15.22,2.42,204915,4266673,69450,69450,37335,37134,19,19,41,42
SRX4901511.scaffold,168,116,80,74,53,32,4273997,4248955,4178834,4133034,3805967,3028576,136,204915,4263784,4349904,65.44,65.63,81374,76321,44357,42750,18,19,36,38,13,11,610383,6,0,0,0,2 + 0 part,1338,97.938,1.001,0.23,13.87,2.09,204915,4260383,76207,74772,42750,42574,19,20,38,39
SRX4901512.scaffold,182,117,85,76,52,29,4277056,4248938,4173105,4103879,3697281,2848782,140,227591,4265454,4349904,65.46,65.63,75602,74725,40304,39278,18,19,38,39,6,6,218101,9,0,1,0,1 + 0 part,500,97.953,1.001,7.88,17.79,2.49,227591,4262816,74699,74699,39278,39278,19,19,39,40
SRX4901513.scaffold,162,98,72,67,50,31,4290213,4261281,4209928,4177689,3907873,3222900,121,227591,4277875,4349904,65.5,65.63,84373,83877,50721,48247,15,16,31,32,3,3,196208,14,0,1,0,0 + 1 part,550,98.271,1.001,7.43,14.2,2.67,227591,4275451,82612,82612,48159,47589,16,16,32,33
SRX4901514.scaffold,200,108,80,75,53,30,4297351,4255704,4193071,4161907,3800402,2946546,141,227636,4279505,4349904,65.47,65.63,78942,78942,43195,42666,18,18,36,37,7,7,359038,14,0,0,0,5 + 0 part,3951,98.202,1.001,14.21,14.26,2.34,227636,4273206,73268,73268,41255,39279,19,19,39,40
SRX4901515.scaffold,176,113,81,73,52,31,4292993,4263848,4196505,4141465,3802872,3047730,136,227636,4280973,4349904,65.51,65.63,79183,79183,43184,42559,17,17,35,36,5,4,151555,17,0,2,0,0 + 0 part,0,98.334,1.001,12.08,13.42,2.27,227636,4278522,79145,70888,42559,41947,17,18,36,37
SRX4901516.scaffold,146,92,67,64,47,28,4303707,4278383,4226518,4207231,3928407,3217624,112,227636,4292865,4349904,65.54,65.63,107281,107281,48452,48452,13,13,29,29,8,7,263452,17,0,2,0,0 + 0 part,0,98.597,1.001,20.85,13.66,2.22,227636,4290586,98885,85055,48298,48166,13,14,29,30
SRX4901517.scaffold,153,85,61,59,46,28,4313511,4286105,4234034,4222949,4018934,3314092,103,264106,4299535,4349904,65.55,65.63,110844,110844,58034,58034,13,13,27,27,5,4,283746,12,0,4,0,0 + 0 part,0,98.719,1.001,23,14.58,2.63,264061,4295852,110451,110451,51087,48349,13,13,28,29
SRX4901518.scaffold,168,98,73,67,48,32,4296768,4264270,4216167,4171048,3856364,3256703,124,228346,4282976,4349904,65.51,65.63,83948,83948,50146,48305,16,16,32,33,3,3,143492,14,0,1,0,0 + 0 part,0,98.399,1.001,14.31,14.16,2.43,228346,4280580,83374,80993,50146,48305,16,17,32,33
SRX4901519.scaffold,184,122,91,80,53,29,4280414,4251932,4185532,4107907,3648433,2754294,148,227636,4270176,4349904,65.47,65.63,71031,69273,38224,37663,19,20,40,41,5,5,377278,16,0,1,0,0 + 1 part,2774,97.969,1.001,13.82,13.84,1.99,227636,4263865,68836,63421,37663,37348,20,21,42,43
SRX4901520.scaffold,164,113,80,72,49,29,4291027,4266681,4197619,4142759,3764627,3016370,136,227636,4281892,4349904,65.5,65.63,80512,80512,48301,43195,16,16,33,35,8,8,283922,15,0,2,0,3 + 0 part,1757,98.298,1.001,13.99,13.63,2.25,227636,4277994,80512,79193,43754,41254,16,17,34,36
SRX4901521.scaffold,169,120,86,78,53,29,4267797,4243887,4168724,4110855,3704916,2835613,142,227636,4259139,4349904,65.45,65.63,73944,68767,41943,37638,17,18,37,39,9,8,333279,15,0,0,0,0 + 1 part,505,97.845,1.001,4.55,14.24,2.21,227636,4257202,68767,64228,37366,36009,18,19,39,41
SRX4901522.scaffold,265,126,97,89,59,32,4430028,4384228,4324671,4262244,3800480,2833501,148,200313,4400223,4349904,65.54,65.63,61956,61956,37236,37391,21,21,43,42,12,12,606254,16,0,8,0,0 + 1 part,795,98.398,1.028,21.7,14.04,2.66,200192,4394992,58715,59640,35500,35908,23,22,47,46
SRX4901523.scaffold,191,111,78,70,51,30,4294031,4264484,4198578,4145066,3845717,3059046,130,227636,4277884,4349904,65.49,65.63,84065,82496,47732,43186,16,17,34,35,8,8,337321,16,0,2,0,0 + 1 part,1246,98.184,1.001,15.03,13.72,2.36,227636,4273268,80902,80507,47704,42598,17,18,35,37
SRX4901524.scaffold,177,109,80,74,48,28,4291855,4260927,4203046,4160467,3727337,2965984,132,227636,4277557,4349904,65.49,65.63,84616,84616,43193,43044,16,16,34,35,7,7,284232,14,0,1,0,0 + 0 part,0,98.269,1.001,11.71,13.29,2.27,227636,4275574,83694,81757,43044,41255,16,17,35,36
SRX4901525.scaffold,176,107,79,70,48,31,4296758,4264486,4206063,4146394,3783060,3168555,135,227636,4284441,4349904,65.5,65.63,83906,83906,47901,42983,16,16,32,34,6,6,336924,16,0,1,0,3 + 0 part,2208,98.365,1.001,11.9,13.04,2.41,227636,4279904,80593,80593,42975,42667,17,17,35,36
SRX4901526.scaffold,244,140,102,90,64,29,4292634,4254701,4180594,4084411,3661018,2354776,165,162486,4271927,4349904,65.48,65.63,56590,53784,35974,33694,25,26,49,51,15,13,261643,16,0,2,0,0 + 0 part,0,97.975,1.002,17.42,15.7,3,162360,4267259,51710,51710,33694,32280,26,26,50,52
SRX4901527.scaffold,198,113,80,69,49,33,4299207,4264520,4194567,4115359,3779781,3186434,141,227636,4283327,4349904,65.5,65.63,82454,81562,47909,45965,17,18,34,35,12,10,331914,14,0,5,0,0 + 0 part,0,98.31,1.002,25.77,14.64,2.55,227636,4278994,80116,80116,45965,42567,19,19,36,37
SRX4901528.scaffold,171,106,79,72,50,29,4288592,4257738,4195071,4145757,3771354,2992750,134,227636,4277461,4349904,65.49,65.63,81321,81321,43982,43177,17,17,34,35,4,4,156564,13,0,1,0,0 + 1 part,525,98.256,1.001,11.57,13.57,2.53,227636,4274859,80990,80990,43177,42767,17,17,35,36
SRX4901529.scaffold,203,118,83,76,53,29,4298959,4264537,4190279,4144838,3747511,2832272,142,227636,4281779,4349904,65.51,65.63,75643,75643,42682,41271,18,18,38,39,5,5,144538,12,0,2,0,0 + 0 part,0,98.317,1.001,16.49,13.42,2.34,227636,4278762,74199,74199,41255,39651,19,19,39,40
SRX4901530.scaffold,144,100,74,69,49,31,4294529,4276150,4222738,4184950,3849890,3167364,114,292469,4286365,4349904,65.52,65.63,82863,82863,49855,49812,16,16,32,33,4,3,191842,13,0,3,0,0 + 0 part,0,98.438,1.001,16.19,13.73,2.38,292469,4283121,81402,81402,49812,48657,17,17,33,34
SRX4901531.scaffold,179,104,76,72,50,33,4294551,4260186,4198465,4171246,3823653,3209096,129,227636,4277826,4349904,65.49,65.63,82502,82502,50227,48325,17,17,33,35,4,4,251177,13,0,3,0,0 + 0 part,0,98.302,1,13.84,13.17,2.17,227636,4276117,81975,80989,43417,43209,17,18,35,36
SRX4901532.scaffold,185,122,84,74,54,30,4284793,4256860,4179115,4104997,3770906,2889803,146,227636,4274103,4349904,65.48,65.63,74048,74048,42510,41322,18,18,37,39,8,8,247041,12,0,1,0,0 + 0 part,0,98.146,1.001,11.91,13.68,2.18,227636,4271280,70887,70887,41993,39362,19,19,38,40
SRX4901533.scaffold,143,97,74,67,50,30,4297337,4276217,4227763,4175674,3895737,3144536,118,227636,4291191,4349904,65.53,65.63,84235,83904,49850,48466,15,16,32,33,5,3,206665,14,0,1,0,0 + 0 part,0,98.55,1.001,9.25,13.39,2.5,227636,4289253,81839,81839,48466,48052,16,16,33,34
SRX4901534.scaffold,157,103,74,70,50,30,4297292,4270801,4211868,4182867,3870774,3118302,130,227636,4289467,4349904,65.5,65.63,84194,84194,49801,48660,16,16,32,33,4,4,338231,15,0,0,0,4 + 0 part,2516,98.471,1.001,7.11,13.4,2.36,227636,4284361,83409,83409,48660,47746,16,16,33,34
SRX4901535.scaffold,170,98,70,62,45,30,4294409,4263897,4207048,4146160,3859962,3276280,114,256745,4275248,4349904,65.49,65.63,98885,98885,51723,50305,15,15,29,30,7,7,318769,13,0,1,0,1 + 0 part,540,98.202,1.001,16.23,17.28,2.5,256745,4272699,84735,84735,50305,49814,15,15,30,31
SRX4901536.scaffold,159,104,76,71,52,29,4296371,4271771,4216211,4177075,3862987,2999299,125,212187,4286439,4349904,65.52,65.63,84355,82875,47682,44487,16,17,34,35,7,5,263655,14,0,2,0,0 + 0 part,0,98.44,1.001,11.87,13.78,2.27,212187,4284124,81275,81275,44487,42588,17,17,35,36
SRX4901537.scaffold,144,96,71,67,50,29,4298188,4278356,4229599,4200138,3926621,3145974,109,256640,4287975,4349904,65.52,65.63,84553,84553,49817,48321,15,15,31,32,2,2,120814,15,0,2,0,0 + 1 part,1531,98.469,1.001,13.92,13.49,2.38,256640,4284339,83755,82738,48321,47765,15,16,32,33
SRX4901538.scaffold,159,99,69,65,48,32,4305832,4281948,4219527,4190192,3923716,3351059,117,256833,4294748,4349904,65.54,65.63,105977,105977,51727,51057,15,15,30,31,6,6,393630,16,0,3,0,0 + 0 part,0,98.636,1.001,18.72,14.01,2.4,256833,4292850,98885,89895,51057,50921,15,16,31,32
SRX4901539.scaffold,417,97,69,66,48,30,4401930,4257615,4192266,4173766,3863689,3168208,171,292849,4303311,4349904,65.49,65.63,84004,84004,48345,48345,15,15,32,32,4,4,269177,13,0,1,0,48 + 0 part,27899,98.231,1.001,16.96,13.15,2.27,292849,4273489,81641,81641,47609,47609,16,16,33,33
SRX4901540.scaffold,150,102,76,68,46,28,4292602,4269012,4217276,4156800,3795974,3118773,122,227636,4283753,4349904,65.51,65.63,106848,84565,48376,47908,14,15,30,31,3,3,276371,17,0,1,0,1 + 0 part,557,98.404,1.001,9.36,14.48,2.27,227636,4281415,82402,82065,47808,44304,15,16,32,33
SRX4901541.scaffold,157,96,67,62,45,27,4304062,4275562,4222217,4184804,3916980,3231827,123,364049,4294490,4349904,65.49,65.63,115793,115793,50738,49812,13,13,27,28,2,2,257590,17,0,1,0,8 + 0 part,6702,98.516,1.001,11.78,13.51,2.33,363983,4285748,84633,84633,49812,49501,14,14,29,30
SRX4901542.scaffold,175,107,78,71,51,31,4294078,4263221,4204917,4152893,3825768,3074379,131,227636,4279971,4349904,65.49,65.63,83381,83381,48293,47975,17,17,34,35,8,8,369896,12,0,0,0,3 + 0 part,1999,98.268,1.001,19.11,13.57,2.29,227636,4275405,76295,76295,47902,43089,18,18,36,38
SRX4901543.scaffold,174,108,79,74,52,32,4291092,4260151,4202672,4164354,3805211,3044442,131,209549,4277242,4349904,65.48,65.63,78804,78804,44561,44056,18,18,36,37,8,8,385642,15,0,1,0,2 + 0 part,1922,98.189,1.001,9.21,17.75,2.53,197147,4273320,75090,71015,42984,42682,19,20,38,39
SRX4901544.scaffold,193,119,83,75,51,29,4293244,4259728,4187132,4127754,3715259,2887739,147,227636,4279539,4349904,65.49,65.63,76199,76199,42628,39316,18,18,36,38,5,5,292229,11,0,1,0,2 + 0 part,1525,98.219,1.001,11.82,12.94,2.06,227636,4274299,75761,74083,41282,39300,18,19,37,39
SRX4901545.scaffold,191,121,82,75,52,31,4294947,4263021,4181481,4129378,3743024,2949900,148,196086,4282353,4349904,65.48,65.63,75450,75050,42572,41949,18,19,37,38,4,4,142993,14,0,1,0,5 + 0 part,4070,98.252,1.001,13.87,14.23,2.32,196086,4275344,75050,75050,41949,41255,19,19,38,39
SRX4901546.scaffold,3014,200,125,107,71,38,7784403,6915351,6768628,6634396,6030304,4813464,601,535770,7174344,4349904,52.54,65.63,88614,157119,38688,101202,21,8,52,17,22,21,910936,19,1,7,0,429 + 1 part,2929603,96.403,1.012,140.03,14.19,4.82,180572,4232781,19576,44845,-,24670,77,30,-,62
SRX4901547.scaffold,170,109,80,71,50,31,4277146,4248344,4192110,4127273,3769467,3025561,134,227636,4265152,4349904,65.46,65.63,83583,82495,47716,44336,17,18,35,36,8,7,359035,9,0,2,0,0 + 0 part,0,97.979,1.001,12.05,17.5,2.58,227636,4263374,81936,81936,43173,42623,18,18,36,37
SRX4901548.scaffold,162,101,74,70,49,30,4300773,4273752,4216661,4185465,3846296,3134267,125,227591,4290285,4349904,65.52,65.63,84562,84562,49814,48307,16,16,32,33,4,4,129645,13,0,1,0,2 + 0 part,1043,98.503,1.001,14.31,12.93,2.24,227591,4286447,83800,82775,48307,47753,16,17,33,34
SRX4901549.scaffold,182,116,84,75,50,30,4283755,4254167,4186063,4123145,3694431,2925228,139,205292,4270403,4349904,65.47,65.63,74768,74768,43679,42527,18,18,36,38,6,6,236804,13,0,1,0,0 + 0 part,0,98.101,1.001,11.61,14.01,2.2,205292,4268111,74768,71027,43177,39824,18,19,37,39
SRX4901550.scaffold,194,130,93,85,54,30,4276300,4246107,4169482,4115051,3588777,2744837,158,225445,4266041,4349904,65.46,65.63,74061,70926,36013,32602,20,21,41,43,10,10,650933,10,0,0,0,0 + 0 part,0,97.984,1.001,7.17,13.65,2.28,182822,4263787,65753,63966,36013,32602,22,23,44,46
SRX4901551.scaffold,181,111,81,76,53,29,4287632,4255860,4195322,4157153,3783127,2894622,140,212174,4275767,4349904,65.49,65.63,75053,75053,42493,41694,18,18,36,38,9,8,194191,11,0,1,0,0 + 0 part,0,98.221,1.001,14.43,13.72,2.32,212174,4273390,75053,74635,41947,41282,18,19,37,39
SRX5399999.scaffold,125,75,50,48,38,28,4305493,4280623,4230537,4215660,4030545,3591063,101,256742,4300006,4349904,65.54,65.63,142954,138055,68186,64237,11,12,22,23,3,3,132107,4,0,1,0,0 + 0 part,0,98.829,1,4.56,3.4,1.23,256742,4299278,142954,138055,64237,64237,11,12,23,23
SRX5400000.scaffold,120,73,48,45,36,26,4304613,4283524,4238541,4217561,4053231,3617962,92,438821,4297071,4349904,65.52,65.63,142984,142984,70989,64492,10,10,20,21,8,8,676033,3,0,0,0,1 + 0 part,532,98.728,1,6.87,3.31,1.09,326614,4294660,142984,142984,70989,64492,11,11,21,22
SRX5400001.scaffold,123,78,53,51,41,29,4292926,4273180,4224398,4209497,4025564,3521923,94,256720,4284853,4349904,65.49,65.63,134236,134236,64492,63322,12,12,24,25,8,8,620484,2,0,1,0,2 + 0 part,1059,98.463,1,6.86,3.6,1.1,256720,4282908,118537,118537,60728,60728,13,13,26,26
SRX5400002.scaffold,127,78,53,50,39,29,4306128,4281849,4230140,4210496,3995059,3581120,101,326536,4299282,4349904,65.54,65.63,121106,121106,64492,64492,12,12,24,24,3,3,230322,3,0,0,0,1 + 0 part,514,98.789,1,4.54,3.77,1.12,326536,4297902,121103,121103,64492,63331,12,12,24,25
SRX5400003.scaffold,124,70,46,45,36,27,4310846,4286208,4237515,4228988,4056999,3665083,92,324768,4302376,4349904,65.54,65.63,142954,142954,70935,68186,11,11,20,21,6,5,418903,6,0,0,0,2 + 0 part,1084,98.867,1,2.3,3.23,1.19,324768,4300493,142954,142954,68186,64492,11,11,21,22
SRX5400004.scaffold,131,75,52,50,39,27,4302385,4274481,4231323,4216548,4012634,3530424,102,322397,4294561,4349904,65.51,65.63,139903,139903,64492,63279,11,11,22,23,6,6,208196,3,0,0,0,1 + 0 part,513,98.659,1.001,2.33,3.38,1,322397,4292857,139782,139782,63165,63165,11,11,23,23
SRX5400005.scaffold,551,177,133,111,69,24,4483927,4398134,4288416,4126229,3427849,1829775,206,124760,4418825,4349904,65.6,65.63,43317,43317,26886,27346,32,32,65,63,14,12,456864,12,0,1,0,0 + 0 part,0,98.573,1.031,15.71,4.01,1.33,124759,4414589,41823,42404,26477,26613,35,34,68,66
SRX5400006.scaffold,118,76,46,44,36,26,4309885,4289535,4230479,4216030,4071842,3631987,96,393483,4304185,4349904,65.55,65.63,157564,157564,68186,68186,10,10,20,20,4,4,132096,4,0,0,0,0 + 0 part,0,98.917,1,2.23,3.81,1.12,393483,4303151,157564,157564,68186,68186,10,10,20,20
SRX5400007.scaffold,135,79,55,53,41,30,4303877,4276583,4227758,4213987,3981612,3551476,103,293370,4294975,4349904,65.52,65.63,115384,115384,63355,63355,12,12,25,25,3,3,76415,2,0,0,0,0 + 0 part,0,98.697,1,6.82,4.12,1.28,293370,4294025,115384,115384,63355,63355,12,12,25,25
SRX5400008.scaffold,306,101,78,71,48,35,4370562,4318944,4270794,4221292,3867127,3368656,123,204557,4334295,4349904,65.58,65.63,87848,87848,52765,52765,17,17,33,33,4,4,96803,14,0,4,0,0 + 0 part,0,98.745,1.009,23.09,3.84,1.44,204557,4331994,87843,87843,50993,50993,17,17,34,34
SRX5400009.scaffold,323,128,93,81,53,29,4331606,4282183,4209151,4125553,3630571,2710835,150,227543,4297642,4349904,65.57,65.63,74797,69209,40177,39285,20,21,41,42,10,10,382043,16,0,3,0,0 + 0 part,0,98.398,1.004,20.96,4.04,1.68,227543,4294183,68783,62917,39285,37278,21,22,43,44
SRX5400010.scaffold,114,64,43,40,32,26,4320491,4297989,4255184,4234363,4076204,3819523,83,397555,4311559,4349904,65.58,65.63,165751,165751,98816,76377,9,9,17,18,3,3,26897,8,0,0,0,0 + 0 part,0,99.055,1.001,0,3.27,1,397555,4310167,165751,165751,98816,76377,9,9,17,18
SRX5400011.scaffold,127,74,49,46,37,27,4304864,4278464,4232841,4212503,4043707,3623664,100,321037,4298022,4349904,65.55,65.63,139598,139598,64492,64492,11,11,21,21,6,5,552319,5,0,0,0,1 + 0 part,545,98.741,1.001,9.07,3.28,1.16,314480,4296509,139598,139598,63333,63333,11,11,22,22
SRX5400012.scaffold,377,149,97,77,54,27,4341498,4272666,4141074,3985615,3599175,2669605,175,181642,4290077,4349904,65.43,65.63,66831,66831,34151,30818,19,19,41,43,11,9,426461,15,0,1,0,10 + 2 part,21190,98.052,1.001,18.44,7.27,1.95,181642,4265632,66517,64137,30750,30707,19,20,43,44
SRX5400013.scaffold,336,117,80,74,50,29,4344125,4273951,4197210,4155057,3742254,2932444,147,204963,4295492,4349904,65.42,65.63,80711,80711,46512,44796,17,17,35,36,5,4,30651,12,0,3,0,12 + 0 part,15529,98.31,1.001,28.19,7.32,1.85,204963,4276983,80656,80656,44796,44796,17,17,36,36
SRX5400014.scaffold,292,107,82,74,51,33,4328219,4285177,4229114,4171516,3789539,3129007,125,216380,4297660,4349904,65.6,65.63,89601,89601,49287,48257,18,18,35,36,6,6,292008,8,0,4,0,0 + 0 part,0,98.773,1,27.55,4.31,2.05,216380,4296465,82189,81491,48257,48240,18,19,36,37
SRX5400015.scaffold,1739,153,114,100,57,24,4801224,4383648,4297856,4188338,3493996,2273899,181,183886,4402991,4349904,65.47,65.63,50946,50946,29773,30357,23,23,50,49,11,11,408494,9,0,5,0,12 + 1 part,12106,98.412,1.026,42.65,5.07,1.66,183886,4385003,50946,50946,28514,30188,24,24,52,50
SRX5400016.scaffold,131,80,53,52,40,29,4301396,4277556,4226203,4220096,4002905,3585279,104,256803,4294903,4349904,65.52,65.63,138188,138188,64492,63808,12,12,23,24,4,4,223579,4,0,1,0,0 + 0 part,0,98.699,1,2.26,3.4,1.09,256803,4294272,121066,121066,63808,60728,12,12,24,25
SRX5400017.scaffold,123,74,49,47,36,28,4318392,4296674,4251174,4239397,4037246,3694592,94,322435,4311192,4349904,65.58,65.63,157533,142954,64492,64492,10,11,21,21,1,1,23486,6,0,0,0,0 + 0 part,0,99.046,1.001,2.3,3.37,1.09,322435,4310714,157533,142954,64492,64492,10,11,21,21
SRX5400018.scaffold,104,61,43,41,34,26,4319370,4300285,4264683,4248502,4123919,3791634,76,324854,4312018,4349904,65.58,65.63,166275,166275,98816,98816,10,10,18,18,6,6,386555,8,0,0,0,0 + 0 part,0,99.1,1,0,4.45,1.37,324854,4311223,166275,166275,98816,98816,10,10,18,18
SRX5400019.scaffold,115,70,47,44,34,26,4315579,4293376,4247180,4225897,4035790,3708472,92,481594,4309819,4349904,65.57,65.63,162088,157697,70347,70347,9,10,19,19,6,5,28737,9,0,0,0,0 + 0 part,0,99.014,1.001,0,3.32,1.04,481594,4308962,162088,157697,70347,70347,9,10,19,19
SRX5400020.scaffold,115,71,48,45,37,27,4304964,4282834,4242366,4222176,4081764,3640414,95,322329,4300307,4349904,65.54,65.63,142954,142954,70967,70967,11,11,21,21,1,1,127246,3,0,1,0,0 + 0 part,0,98.817,1,4.58,3.44,1.19,322329,4298425,142954,142954,70967,70967,11,11,21,21
SRX5400021.scaffold,116,75,50,47,37,26,4306638,4287980,4238147,4219554,4026544,3571993,92,324786,4301300,4349904,65.54,65.63,161597,157534,64492,64492,10,11,21,21,5,5,235394,4,0,0,0,0 + 0 part,0,98.849,1,2.26,3.6,1.07,324786,4300477,140062,140062,64492,64492,11,11,22,22
SRX5400022.scaffold,122,72,50,48,38,29,4307337,4283580,4239282,4225267,4034894,3665808,94,321733,4300112,4349904,65.54,65.63,139566,139566,64492,64492,11,11,22,22,5,5,126679,4,0,1,0,1 + 1 part,1426,98.771,1.001,2.3,3.4,1.09,321621,4296744,139566,139566,64492,63353,11,11,22,23
SRX5400023.scaffold,118,74,47,45,35,27,4310251,4290317,4242970,4229081,4037057,3695050,93,417987,4304253,4349904,65.55,65.63,142954,142954,70973,70973,10,10,20,20,6,6,522709,7,0,0,0,0 + 0 part,0,98.897,1.001,2.32,3.74,1.16,322391,4303452,142954,142954,70973,70973,11,11,21,21
SRX5400024.scaffold,115,69,43,42,35,29,4312031,4289853,4234546,4226046,4092568,3836117,91,322548,4305940,4349904,65.56,65.63,142954,142954,70958,70958,11,11,20,20,2,2,24392,7,0,0,0,0 + 0 part,0,98.93,1.001,2.32,3.37,1.07,322548,4304092,142954,142954,70958,70958,11,11,20,20
SRX5400025.scaffold,121,79,53,51,38,27,4296124,4275054,4221909,4208218,3959779,3538239,101,256725,4291094,4349904,65.51,65.63,141242,139931,64492,63307,11,12,22,23,4,4,272901,3,0,0,0,0 + 0 part,0,98.587,1.001,0,4.08,1.26,256725,4288833,139931,138004,63307,58909,11,12,23,24
