Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
SRX4901509.scaffold	178	116	82	74	53	32	4271679	4240321	4165891	4103933	3762600	2968236	144	259891	4260202	4349904	65.43	65.63	80981	74773	43400	42572	19	20	37	39	6	6	375832	10	0	1	0	2 + 0 part	1081	97.817	1.001	8.36	13.47	2.16	259769	4255877	70910	68942	41954	40972	20	21	40	41
SRX4901510.scaffold	194	140	101	86	53	26	4261327	4232400	4143004	4034216	3473345	2469973	169	197045	4253515	4349904	65.42	65.63	62989	62989	34859	32608	21	21	44	46	13	12	707189	12	0	0	0	0 + 0 part	0	97.662	1.001	5.88	14.57	2.19	182591	4251635	57132	56541	33712	30747	22	23	47	49
SRX4901511.scaffold	189	133	96	84	55	28	4263280	4234248	4158704	4072392	3600462	2599929	161	195838	4253887	4349904	65.42	65.63	65468	64032	37350	35989	20	21	42	44	11	11	426351	10	0	0	0	2 + 0 part	1338	97.710	1.001	4.33	14.23	2.24	195838	4250393	63417	63189	35898	33494	21	22	44	46
SRX4901512.scaffold	180	127	93	83	57	32	4259406	4232299	4153407	4081220	3642641	2709040	153	206210	4251049	4349904	65.43	65.63	61267	60728	38923	37679	22	23	43	45	8	7	324592	9	0	0	0	0 + 0 part	0	97.670	1.001	3.25	17.77	2.38	206210	4249018	58377	57141	37679	37335	23	24	46	48
SRX4901513.scaffold	180	107	76	70	47	32	4284877	4253942	4198546	4157798	3782795	3227691	129	227636	4270022	4349904	65.47	65.63	82467	82467	50325	48886	16	16	32	33	7	6	268375	14	0	1	0	0 + 0 part	0	98.082	1.001	12.32	14.51	2.55	227636	4267994	81336	80509	47589	43404	16	17	33	35
SRX4901514.scaffold	197	117	85	80	53	32	4283698	4245465	4173241	4138024	3687125	2911820	148	227636	4268204	4349904	65.45	65.63	70894	68523	41256	37670	19	20	39	40	7	7	273435	13	0	0	0	2 + 0 part	1817	98.018	1.001	10.24	15.32	2.35	227636	4264230	64186	64186	39279	37358	20	20	40	42
SRX4901515.scaffold	189	113	82	74	51	31	4283440	4247637	4181172	4121143	3748512	3015656	144	227626	4270545	4349904	65.47	65.63	73028	73028	42559	41947	17	17	36	37	6	6	253620	16	0	2	0	0 + 0 part	0	98.084	1.001	17.21	14.13	2.46	227626	4267759	70893	68836	41947	41282	17	18	37	38
SRX4901516.scaffold	178	106	71	69	51	29	4303409	4273005	4199331	4188191	3892553	3077913	129	227636	4289333	4349904	65.53	65.63	83935	82501	46348	45795	15	16	32	33	6	5	142235	23	0	2	0	0 + 0 part	0	98.487	1.001	22.92	13.84	2.31	227636	4286526	80663	80663	45795	43177	16	16	33	34
SRX4901517.scaffold	167	92	65	62	46	29	4309767	4277093	4225849	4201359	3943133	3302045	118	264161	4296334	4349904	65.54	65.63	104035	98885	58034	51087	13	14	28	29	7	5	206591	12	0	3	0	0 + 0 part	0	98.647	1.001	20.81	14.38	2.68	264116	4293475	82734	82734	49825	48323	14	14	29	30
SRX4901518.scaffold	183	110	79	69	48	30	4290087	4257315	4194695	4124583	3785061	3134897	136	228346	4275899	4349904	65.49	65.63	83947	83947	42789	42215	16	16	32	33	4	4	124014	13	0	1	0	0 + 0 part	0	98.221	1.001	12.72	13.76	2.41	228346	4273657	83374	80990	42095	42031	16	17	33	34
SRX4901519.scaffold	199	139	101	89	56	29	4268042	4240564	4154113	4063317	3517059	2541791	160	225445	4255341	4349904	65.44	65.63	60729	60667	33809	31793	22	23	45	48	8	8	601389	14	0	1	0	0 + 1 part	2774	97.636	1.001	13.07	14.10	2.12	182822	4249380	58712	58712	32490	31035	24	24	48	50
SRX4901520.scaffold	180	120	86	78	52	31	4282304	4255103	4179892	4126791	3683412	2909699	142	227636	4270630	4349904	65.47	65.63	73818	71092	40916	37679	18	19	38	39	7	7	164021	12	0	1	0	0 + 0 part	0	98.061	1.001	14.03	13.69	2.06	227636	4266942	71092	69155	39250	37679	19	20	39	40
SRX4901521.scaffold	182	136	102	90	59	27	4255873	4231575	4154191	4063349	3536825	2325522	162	182857	4249986	4349904	65.42	65.63	52324	51609	35000	33390	24	25	48	50	12	12	364069	12	0	0	0	0 + 0 part	0	97.647	1.001	0.00	14.57	2.33	182822	4247938	50928	50241	34066	31153	25	26	50	52
SRX4901522.scaffold	257	133	98	89	58	31	4330537	4285570	4212644	4140035	3651568	2664226	161	200313	4305591	4349904	65.50	65.63	57540	57540	36259	36011	22	22	45	46	7	7	246864	16	0	7	0	0 + 0 part	0	98.185	1.008	17.65	15.08	2.58	200192	4300270	54517	53874	35981	33678	22	23	47	48
SRX4901523.scaffold	182	131	95	80	56	28	4273532	4250811	4175500	4072523	3685345	2674991	152	206054	4265472	4349904	65.46	65.63	71355	70871	37335	34015	19	20	41	43	15	15	235031	13	0	0	0	0 + 0 part	0	97.933	1.001	5.60	14.32	2.28	206054	4261558	71070	70871	37335	33997	19	20	41	43
SRX4901524.scaffold	200	117	87	78	51	30	4286820	4251214	4186867	4118941	3671634	2901815	145	227636	4270761	4349904	65.47	65.63	80453	74732	41521	39458	18	19	37	39	4	4	123301	20	0	2	0	0 + 1 part	2735	98.014	1.001	17.16	13.49	2.20	227636	4265376	74694	74694	39458	38786	19	19	38	40
SRX4901525.scaffold	187	115	86	76	50	32	4284658	4251290	4186711	4114532	3692390	3022593	142	227636	4271563	4349904	65.47	65.63	74322	74322	42983	41984	18	18	36	38	5	5	153500	12	0	1	0	2 + 0 part	1209	98.104	1.001	14.33	13.17	2.39	227636	4267441	74200	72919	42609	41938	18	19	37	39
SRX4901526.scaffold	225	153	114	100	64	29	4304997	4272715	4180900	4077024	3463237	2171572	178	155844	4290858	4349904	65.44	65.63	50016	47471	32012	31478	29	30	56	57	15	15	356237	18	0	4	0	0 + 1 part	505	97.527	1.011	14.38	14.45	2.26	155707	4284459	42563	42563	30231	28686	31	31	59	60
SRX4901527.scaffold	195	119	88	79	53	30	4282103	4248042	4179167	4110752	3670075	2811138	150	225445	4268474	4349904	65.46	65.63	71835	69292	41573	40464	19	20	39	41	14	13	685859	15	0	1	0	0 + 1 part	754	97.962	1.002	8.32	13.35	2.21	200553	4263358	63640	63244	40077	39402	21	22	43	44
SRX4901528.scaffold	202	116	86	78	54	31	4287596	4253345	4182425	4126856	3713082	2875497	140	227636	4270327	4349904	65.48	65.63	74703	70909	39581	37631	19	20	39	40	6	6	367553	12	0	1	0	0 + 0 part	0	98.113	1.001	9.25	13.24	2.30	227636	4268222	68593	64317	37631	37360	20	21	41	42
SRX4901529.scaffold	182	118	85	76	54	31	4284547	4255733	4188083	4125983	3758399	2897261	143	227636	4273528	4349904	65.48	65.63	75210	75082	42578	41271	19	20	38	40	6	6	145159	11	0	2	0	0 + 0 part	0	98.166	1.001	13.03	14.12	2.67	227636	4270224	74920	74920	41868	39531	20	20	39	41
SRX4901530.scaffold	158	102	73	68	48	30	4295411	4271239	4206399	4166101	3830776	3164536	119	256791	4283613	4349904	65.51	65.63	83916	83916	49855	48594	15	15	31	32	3	3	167500	16	0	3	0	0 + 0 part	0	98.387	1.001	21.55	13.67	2.52	256752	4281383	82275	82275	48594	48312	16	16	32	33
SRX4901531.scaffold	191	106	81	73	50	29	4284076	4247390	4190089	4137812	3766437	2986433	134	227636	4267123	4349904	65.46	65.63	83908	83908	43209	41422	17	17	34	36	11	10	620409	10	0	1	0	0 + 0 part	0	98.058	1.000	16.66	14.42	2.67	227636	4265773	80989	80989	41422	41255	18	18	36	37
SRX4901532.scaffold	207	146	107	88	55	27	4265307	4236899	4147854	4003754	3425197	2405951	172	182822	4254951	4349904	65.44	65.63	57273	55965	30803	27279	22	23	47	49	6	6	122802	12	0	0	0	0 + 0 part	0	97.751	1.001	5.03	13.55	1.93	182822	4252748	55965	55441	30803	27279	23	24	48	50
SRX4901533.scaffold	152	103	73	67	47	31	4293821	4272972	4211767	4164631	3828565	3220240	121	263322	4285256	4349904	65.51	65.63	83860	83860	50149	49960	15	15	31	32	7	5	229800	15	0	1	0	0 + 0 part	0	98.416	1.001	9.54	14.46	2.48	263322	4283019	81839	80990	49960	49850	15	16	32	33
SRX4901534.scaffold	169	108	76	71	49	29	4290833	4262012	4198526	4158969	3794442	3027750	135	227636	4280910	4349904	65.49	65.63	84599	83887	44589	43919	16	17	33	34	5	5	542993	15	0	2	0	3 + 0 part	1779	98.277	1.001	9.88	14.25	2.41	227636	4276469	82243	81313	42603	42489	17	18	35	36
SRX4901535.scaffold	173	99	72	64	46	29	4286642	4255027	4201184	4142887	3848123	3187926	119	256582	4268342	4349904	65.47	65.63	98885	98885	49814	48349	15	15	30	31	7	7	234549	9	0	1	0	0 + 1 part	541	98.041	1.001	11.95	16.98	2.60	256582	4264863	83733	83733	48306	47970	15	15	31	32
SRX4901536.scaffold	168	108	79	74	54	29	4288569	4263075	4197351	4157955	3838249	2912591	128	212190	4277406	4349904	65.49	65.63	81412	79173	42588	41273	17	18	36	37	6	4	240078	13	0	3	0	0 + 0 part	0	98.237	1.001	14.35	13.46	2.32	212190	4274469	79173	79173	41255	41183	18	18	37	38
SRX4901537.scaffold	142	95	71	68	48	28	4289836	4269505	4220353	4199974	3877495	3129942	110	263288	4279982	4349904	65.50	65.63	98885	98885	49817	48308	14	14	30	31	5	5	343424	16	0	1	0	0 + 1 part	1531	98.292	1.001	9.67	13.54	2.29	263257	4276617	83686	82709	48308	47749	14	15	31	32
SRX4901538.scaffold	167	112	80	76	52	30	4298907	4274398	4205982	4176538	3794561	2969118	133	212199	4289367	4349904	65.53	65.63	80588	74711	42681	41974	17	18	36	37	7	7	178106	18	0	1	0	0 + 0 part	0	98.476	1.001	11.49	13.19	2.22	212199	4286146	74711	74711	41974	41260	18	18	37	38
SRX4901539.scaffold	318	118	86	81	51	28	4331639	4241924	4174078	4141262	3612467	2742640	165	227636	4271772	4349904	65.44	65.63	70912	70912	39289	37668	18	18	39	40	6	6	302412	10	0	1	0	24 + 0 part	13666	97.818	1.001	15.03	13.44	2.35	227636	4255343	59911	58352	39283	37668	19	20	41	42
SRX4901540.scaffold	178	116	84	73	49	30	4289774	4262824	4195887	4117831	3723323	3055036	138	227591	4278666	4349904	65.49	65.63	81388	81388	42673	41931	16	16	34	35	3	3	143272	11	0	3	0	1 + 0 part	557	98.259	1.001	15.14	13.94	2.29	227591	4275260	80375	80375	41931	41763	17	17	35	36
SRX4901541.scaffold	173	99	69	65	47	27	4297372	4263346	4203578	4173064	3884251	3120558	132	363850	4285841	4349904	65.48	65.63	105954	105954	49501	48353	13	13	29	30	3	3	253189	19	0	1	0	7 + 0 part	5527	98.346	1.001	9.66	13.28	2.29	363834	4278577	82402	82402	48353	47589	14	14	31	32
SRX4901542.scaffold	198	119	85	77	53	33	4284816	4250358	4178926	4119283	3722691	3008156	144	227636	4268256	4349904	65.46	65.63	70420	70420	42569	41271	19	19	38	39	11	10	422633	12	0	2	0	2 + 0 part	1253	98.005	1.001	19.68	14.00	2.32	227636	4264232	70420	68593	41271	39297	19	20	39	41
SRX4901543.scaffold	194	113	83	76	54	29	4289970	4255144	4194633	4144460	3783741	2856605	140	209549	4274092	4349904	65.46	65.63	74782	74782	41939	39441	18	18	37	39	12	12	482200	17	0	1	0	2 + 0 part	1689	98.070	1.002	15.09	16.76	2.77	197241	4270315	73292	71206	39441	39245	19	20	39	41
SRX4901544.scaffold	213	125	90	80	54	30	4287200	4249917	4171375	4095152	3668949	2775735	153	227636	4269953	4349904	65.47	65.63	74159	74159	37669	36900	20	20	40	42	7	7	318690	17	0	0	0	1 + 1 part	3672	97.992	1.001	5.13	13.25	2.04	227636	4264602	64228	64228	37334	36900	21	21	42	43
SRX4901545.scaffold	201	122	84	77	52	31	4289542	4255218	4176341	4124639	3704946	2927829	150	196086	4274865	4349904	65.46	65.63	74329	74329	41288	40815	19	19	38	39	8	8	332390	15	0	1	0	5 + 1 part	4633	98.051	1.001	13.90	17.28	2.37	196086	4267455	71747	69021	39293	37673	19	20	39	41
SRX4901546.scaffold	2952	231	145	120	67	33	7638768	6850676	6667373	6489656	5584398	4413126	551	536557	7055987	4349904	52.48	65.63	90128	157119	29626	93009	20	8	57	17	11	11	413270	25	0	12	0	341 + 1 part	2867196	96.106	1.002	147.65	15.07	7.61	182162	4179288	15193	37089	-	19571	88	31	-	73
SRX4901547.scaffold	174	114	84	77	50	31	4265962	4235991	4172221	4121031	3645348	2916495	140	227636	4254353	4349904	65.43	65.63	81056	81056	43173	40971	19	19	37	39	14	14	642881	12	0	2	0	0 + 0 part	0	97.675	1.001	15.54	17.65	2.57	227636	4251279	73998	72862	39369	37345	19	20	39	41
SRX4901548.scaffold	161	106	74	70	49	29	4291550	4265866	4194221	4165234	3834322	3091679	129	227591	4282227	4349904	65.50	65.63	84712	84712	48294	47717	16	16	32	33	5	5	303187	15	0	1	0	0 + 0 part	0	98.354	1.001	12.03	12.74	2.15	227591	4280489	82775	82570	43438	43129	16	17	34	35
SRX4901549.scaffold	174	123	89	79	54	33	4272357	4247780	4171165	4097684	3676488	2890192	144	162486	4262885	4349904	65.45	65.63	68756	68756	41395	39919	21	21	40	42	7	7	256531	15	0	1	0	0 + 0 part	0	97.908	1.001	11.61	13.08	2.18	162360	4259997	65904	65904	39824	38610	22	22	42	44
SRX4901550.scaffold	205	154	110	95	57	26	4257986	4229624	4127793	4018453	3383979	2278477	185	209600	4251749	4349904	65.42	65.63	56962	50441	28334	26937	23	24	50	53	9	9	476165	12	0	1	0	0 + 1 part	2774	97.546	1.001	7.90	14.92	2.24	182463	4246338	50441	50388	28334	26937	25	26	52	55
SRX4901551.scaffold	194	126	91	83	55	29	4276547	4241933	4162989	4105426	3642391	2717167	161	182640	4266691	4349904	65.46	65.63	70886	70886	37382	36281	20	20	41	43	9	9	284584	12	0	2	0	0 + 0 part	0	98.000	1.001	9.98	13.51	2.25	182640	4264054	70886	68659	37363	36162	20	21	42	44
SRX5399999.scaffold	122	76	51	49	38	29	4301338	4277861	4226623	4211746	4010164	3623302	102	256742	4296338	4349904	65.53	65.63	142954	138055	63107	63107	11	12	23	23	5	5	185881	3	0	0	0	0 + 0 part	0	98.738	1.000	2.26	3.59	1.09	256742	4294967	142954	138055	63107	63107	11	12	23	23
SRX5400000.scaffold	121	79	53	50	38	27	4300134	4279805	4227918	4207976	3980647	3541432	97	321757	4293312	4349904	65.52	65.63	142984	142984	63354	61822	11	11	22	23	4	4	49062	3	0	0	0	0 + 0 part	0	98.666	1.000	6.87	3.26	1.07	321757	4292421	142984	142984	63354	61822	11	11	22	23
SRX5400001.scaffold	124	81	57	55	42	31	4288972	4267799	4219586	4205827	3963158	3508344	101	256721	4282769	4349904	65.49	65.63	103457	103457	61822	59867	13	13	26	27	8	8	498264	2	0	0	0	0 + 0 part	0	98.406	1.001	2.26	3.71	1.12	256721	4281743	103457	103457	59867	58948	13	13	27	28
SRX5400002.scaffold	125	83	54	51	39	29	4302075	4280956	4223638	4203994	3971127	3556936	103	322539	4295873	4349904	65.53	65.63	121102	121102	63058	63058	12	12	24	24	3	3	229361	4	0	0	0	1 + 0 part	514	98.676	1.001	4.59	4.17	1.05	322092	4293517	121102	121102	63058	61673	12	12	24	25
SRX5400003.scaffold	130	75	50	49	38	27	4306591	4281945	4227702	4219203	4013198	3569278	98	322326	4298579	4349904	65.53	65.63	139604	139604	63032	63032	11	11	22	22	4	3	259484	8	0	0	0	1 + 0 part	535	98.749	1.001	0.00	3.35	1.12	322326	4296811	139604	139604	63032	61822	11	11	22	23
SRX5400004.scaffold	124	76	54	52	41	26	4296321	4272208	4230820	4216833	4007970	3414333	99	322385	4289522	4349904	65.50	65.63	133151	129577	63279	60728	11	12	23	24	7	7	210647	3	0	0	0	1 + 0 part	513	98.565	1.000	2.33	3.45	1.05	322385	4288017	133151	121075	63165	60728	11	12	23	24
SRX5400005.scaffold	394	154	112	97	65	26	4337253	4272152	4172923	4063412	3518325	2083876	181	227408	4291567	4349904	65.58	65.63	49861	49861	30175	29903	28	28	55	56	12	12	257046	16	0	0	0	0 + 0 part	0	98.351	1.003	8.85	4.02	1.52	227408	4287026	49482	48673	30175	29903	28	29	55	56
SRX5400006.scaffold	126	75	47	45	37	27	4307583	4282192	4227559	4213110	4060325	3642917	100	335527	4300876	4349904	65.54	65.63	157564	139581	68797	68797	10	11	21	21	4	4	736516	3	0	1	0	0 + 0 part	0	98.844	1.000	0.23	3.44	1.16	321931	4300015	139581	139581	68797	64237	11	11	21	22
SRX5400007.scaffold	133	79	56	54	40	28	4299660	4270278	4223779	4210053	3942380	3475613	110	256630	4293491	4349904	65.52	65.63	137970	137970	60728	58866	12	12	24	25	4	4	262128	3	0	0	0	0 + 0 part	0	98.645	1.001	6.85	4.96	1.37	256630	4292459	137616	137616	60728	58866	12	12	25	26
SRX5400008.scaffold	322	118	86	77	50	33	4362981	4311093	4238006	4174698	3737801	3066120	138	182512	4325235	4349904	65.57	65.63	76919	76919	48573	48573	19	19	37	37	8	8	448769	15	0	3	0	0 + 0 part	0	98.531	1.009	16.23	4.74	1.91	182512	4321820	74944	74944	47101	45030	20	20	38	39
SRX5400009.scaffold	349	144	110	95	59	26	4411766	4357157	4282652	4177733	3563842	2335869	176	227543	4379246	4349904	65.57	65.63	53767	55275	30825	32736	24	23	50	49	13	11	560158	19	0	3	0	0 + 1 part	507	98.375	1.023	15.98	4.46	1.75	227543	4375315	51228	51228	30430	30825	26	26	53	52
SRX5400010.scaffold	117	67	43	41	34	27	4318393	4296377	4248989	4235097	4100325	3817325	83	324541	4308494	4349904	65.57	65.63	164294	164294	76463	70905	10	10	18	19	3	3	51614	5	0	0	0	0 + 0 part	0	99.010	1.000	2.30	3.23	1.07	324437	4306974	164294	164294	76463	70905	10	10	18	19
SRX5400011.scaffold	113	70	48	47	38	27	4298706	4276072	4233617	4228235	4066648	3604009	94	293476	4294009	4349904	65.54	65.63	157803	157803	64492	63333	11	11	21	22	7	6	641775	8	0	0	0	0 + 0 part	0	98.633	1.001	4.56	3.61	1.14	293476	4291845	138030	138030	63333	61673	12	12	23	24
SRX5400012.scaffold	420	201	129	99	57	22	4321940	4255104	4086290	3866092	3137222	1909418	225	181706	4271577	4349904	65.41	65.63	42633	42633	24318	22780	28	28	60	63	18	17	295551	12	0	2	0	10 + 0 part	17673	97.692	1.001	37.22	9.72	3.32	181706	4250866	42633	42530	22888	22544	28	29	61	64
SRX5400013.scaffold	324	123	92	83	53	28	4327854	4262664	4192505	4127139	3614899	2661779	154	242379	4284914	4349904	65.39	65.63	73894	73894	37337	37235	20	20	41	42	9	8	228343	9	0	4	0	10 + 0 part	14925	98.067	1.001	26.46	9.66	1.69	242379	4266643	69224	69224	37235	36290	21	21	42	43
SRX5400014.scaffold	395	126	97	87	50	32	4338897	4278044	4207871	4130038	3517654	2811927	153	182182	4297578	4349904	65.60	65.63	69795	69078	41364	39182	21	22	41	42	7	7	306011	11	0	8	0	0 + 1 part	1479	98.660	1.001	43.51	5.31	2.38	182182	4294081	64629	64629	39786	39182	22	22	42	43
SRX5400015.scaffold	1979	306	206	151	58	14	5046684	4629906	4369296	3945413	2487958	938238	347	158149	4659541	4349904	65.49	65.63	26857	28613	13694	16105	52	47	113	98	40	39	948845	8	0	5	0	9 + 0 part	9072	98.294	1.088	31.89	9.33	1.96	153221	4643342	23886	25977	13060	14776	61	55	126	109
SRX5400016.scaffold	131	81	54	53	41	29	4298461	4273147	4219656	4213549	4002997	3559398	109	256759	4293182	4349904	65.52	65.63	138027	138027	61739	61739	12	12	24	24	3	3	224760	6	0	0	0	0 + 0 part	0	98.651	1.000	0.00	3.38	1.05	256759	4292650	121066	121066	61673	58924	12	12	24	25
SRX5400017.scaffold	117	72	49	47	35	27	4314649	4291713	4248926	4237234	4017106	3674698	96	371298	4309207	4349904	65.57	65.63	157533	157533	64492	64492	10	10	20	20	1	1	23486	5	0	0	0	0 + 0 part	0	98.995	1.001	0.00	3.62	1.00	371298	4308265	157533	157533	64492	64492	10	10	20	20
SRX5400018.scaffold	106	64	44	42	34	26	4319070	4299199	4260474	4244305	4095497	3763217	82	324853	4312629	4349904	65.58	65.63	162078	162078	98816	76019	10	10	18	19	6	6	386354	8	0	0	0	1 + 0 part	524	99.107	1.000	2.25	3.60	1.18	324853	4311222	162078	162078	98816	76019	10	10	18	19
SRX5400019.scaffold	118	69	47	44	35	27	4314717	4291806	4248249	4226966	4059145	3731660	91	391307	4308249	4349904	65.57	65.63	157599	157599	70347	67243	10	10	19	20	6	5	28708	10	0	0	0	0 + 0 part	0	98.967	1.001	2.30	3.44	1.00	391196	4307437	157599	157599	70347	67243	10	10	19	20
SRX5400020.scaffold	125	78	51	49	39	28	4304413	4280468	4226915	4212130	4024819	3562088	104	256688	4299616	4349904	65.54	65.63	141922	141922	64492	64492	12	12	23	23	2	2	26065	4	0	0	0	0 + 0 part	0	98.784	1.001	4.63	4.07	1.21	256688	4298103	141922	141922	64492	64492	12	12	23	23
SRX5400021.scaffold	131	81	51	49	38	27	4307156	4284323	4225227	4211666	4003900	3571364	101	324101	4299917	4349904	65.54	65.63	136783	136783	64492	64492	11	11	22	22	5	5	152949	2	0	0	0	0 + 0 part	0	98.825	1.000	4.53	3.61	1.09	324101	4299153	136783	136783	64492	64492	11	11	22	22
SRX5400022.scaffold	124	73	49	47	37	28	4304373	4279343	4234855	4220967	4033048	3641725	96	322455	4297139	4349904	65.53	65.63	139566	139566	70971	64492	11	11	21	22	6	6	84606	4	0	0	0	0 + 0 part	0	98.763	1.000	2.28	4.35	1.35	322343	4296711	139566	139566	70971	64492	11	11	21	22
SRX5400023.scaffold	122	74	48	46	35	27	4310233	4288253	4242006	4228126	4018527	3676521	97	417980	4304410	4349904	65.55	65.63	142954	142954	64492	64492	10	10	20	20	4	4	518792	10	0	0	0	0 + 0 part	0	98.888	1.001	2.28	3.79	1.07	322289	4303432	142954	142954	64492	64492	11	11	21	21
SRX5400024.scaffold	122	72	46	44	36	29	4311525	4288363	4233612	4219162	4061462	3777965	94	322548	4304093	4349904	65.55	65.63	139836	139836	68349	68349	11	11	21	21	4	4	27098	9	0	0	0	0 + 0 part	0	98.873	1.001	2.32	3.49	1.00	322548	4302817	139699	139699	68349	68349	11	11	21	21
SRX5400025.scaffold	123	79	54	52	38	27	4293304	4270637	4219716	4206029	3939695	3518178	101	256725	4287416	4349904	65.50	65.63	140586	138000	64492	63034	11	12	22	23	4	4	272129	4	0	0	0	0 + 0 part	0	98.507	1.001	2.33	5.55	1.35	256725	4285146	138000	121071	63034	58909	11	12	23	24
SRX5400026.scaffold	399	72	51	48	40	31	4457075	4289041	4249439	4230321	4083834	3704144	223	257471	4379106	4349904	64.89	65.63	134451	134451	64492	65634	12	12	25	24	4	4	29780	9	0	0	0	134 + 0 part	77652	98.805	1.001	2.19	4.23	1.07	256729	4299751	134451	134451	64492	65634	12	12	25	24
SRX5400027.scaffold	277	61	43	41	33	26	4405229	4293888	4258672	4243662	4101152	3831964	161	505815	4355135	4349904	65.15	65.63	163748	163748	87886	87886	9	9	17	17	4	4	266931	7	0	0	0	84 + 0 part	48611	98.949	1.001	2.25	4.00	1.16	505815	4304931	162933	162933	68186	68186	9	9	18	18
SRX5400028.scaffold	298	140	108	93	58	24	4322848	4278309	4200155	4087062	3508508	2241718	165	227542	4296230	4349904	65.60	65.63	52513	52513	31260	29673	23	23	48	50	17	15	545347	14	0	2	0	0 + 1 part	1425	98.481	1.003	16.18	5.81	1.61	227542	4291632	49828	49413	29656	29533	23	24	50	51
SRX5400029.scaffold	332	124	95	82	57	34	4482724	4432347	4365534	4275581	3865805	3059310	145	310722	4447095	4349904	65.57	65.63	68673	69324	38293	42258	20	19	41	39	8	8	486538	17	0	4	0	0 + 0 part	0	98.592	1.037	11.33	6.95	1.66	227480	4444505	65113	66534	38293	42164	22	21	43	41
SRX5400030.scaffold	2529	114	58	52	41	29	5199940	4336079	4251139	4210414	4035572	3604353	472	403510	4569758	4349904	65.66	65.63	107690	115491	60620	64137	13	12	26	24	2	2	51510	13	0	2	0	376 + 1 part	263893	98.945	1.000	26.35	4.95	1.86	403510	4304837	107690	115491	60620	64137	13	12	26	24
SRX5400031.scaffold	317	149	111	90	58	28	4315925	4271382	4185259	4041076	3493161	2376909	168	227408	4284491	4349904	65.55	65.63	51731	51619	32711	32519	24	25	49	50	7	7	222154	12	0	1	0	0 + 2 part	1810	98.352	1.001	13.86	4.98	2.08	227408	4278953	51662	51619	32643	31699	24	25	49	51
SRX5400032.scaffold	344	155	113	92	64	27	4443043	4391167	4292818	4127184	3653986	2243625	182	200256	4410788	4349904	65.59	65.63	50541	53361	34816	35147	27	26	53	51	9	9	425303	13	0	4	0	0 + 1 part	1208	98.390	1.030	21.99	4.25	1.89	154597	4405740	49941	49941	32563	33781	28	28	55	54
SRX5400033.scaffold	659	169	119	98	63	34	4512714	4416650	4301286	4155764	3603309	2615606	201	177423	4438979	4349904	65.56	65.63	56959	59893	30179	31343	27	26	53	51	17	16	663275	10	0	5	0	0 + 1 part	1160	98.373	1.037	24.71	6.36	1.94	154770	4433476	52701	52998	27254	29081	30	29	59	57
SRX5400034.scaffold	390	108	78	73	52	35	4434568	4356210	4285740	4254044	3909096	3245953	135	213271	4374986	4349904	65.59	65.63	73548	73548	49702	49702	19	19	36	36	6	6	466770	14	0	2	0	0 + 1 part	507	98.693	1.019	20.39	4.40	1.93	213200	4371563	72690	72690	42650	44358	19	19	39	38
SRX5400035.scaffold	587	231	168	133	56	16	4480719	4393654	4243731	4000964	2662797	1209365	267	154980	4418354	4349904	65.54	65.63	34640	35194	18165	19017	41	40	87	84	27	26	676701	16	0	1	0	0 + 0 part	0	97.844	1.038	9.39	8.95	1.76	154980	4411521	31490	33921	17670	17929	44	43	93	90
SRX5400036.scaffold	387	135	95	84	58	31	4339437	4269858	4184446	4106895	3696235	2710024	176	181257	4298124	4349904	65.61	65.63	70143	69894	36485	35161	22	23	43	44	6	6	155149	9	0	11	0	0 + 1 part	1305	98.606	1.002	44.81	6.64	2.28	181257	4293910	70143	69894	36460	35161	22	23	43	44
SRX5400037.scaffold	19377	728	90	75	56	36	10865579	5148383	4198738	4096739	3767315	3025877	2182	210218	6147112	4349904	63.32	65.63	49876	68542	1542	42465	37	22	288	42	17	16	573240	14	0	4	0	2048 + 2 part	1868055	98.220	1.002	29.85	11.66	2.50	210218	4273542	42502	66056	-	39935	39	22	-	43
SRX5400038.scaffold	430	129	102	94	57	31	4530163	4458198	4406780	4354213	3756302	2790745	152	235893	4473995	4349904	65.60	65.63	64470	68687	37278	38009	22	21	45	42	10	10	711750	17	0	4	0	0 + 0 part	0	98.630	1.043	21.97	4.20	1.77	235893	4470215	60529	60620	35669	37537	24	23	50	47
SRX5400039.scaffold	123	78	53	50	39	27	4294257	4270431	4221405	4199384	3996265	3503239	101	321701	4288322	4349904	65.50	65.63	139725	139725	61745	60728	11	11	22	23	5	5	126957	3	0	0	0	1 + 0 part	502	98.532	1.000	3.29	3.94	1.12	321701	4286868	139716	139716	60728	58620	11	11	23	24
